,store_number,city,country,latitude,longitude,ownership_type,opening_time
211,3842-150708,Tangerang,ID,-6.273243,106.74305,LS,"('8', '00', 'AM')"
212,55059-288844,Tangerang,ID,-6.273383,106.723341,LS,"('23', '23', 'AM')"
213,19462-199168,Tangerang,ID,-6.29459,106.715304,LS,"('8', '00', 'AM')"
214,17449-182009,Banten,ID,-6.28195,106.70805,LS,"('7', '00', 'AM')"
215,58780-293055,Tangerang,ID,-6.272596,106.699243,LS,"('23', '23', 'AM')"
216,61168-295559,Tangerang,ID,-6.31767,106.746637,LS,"('23', '23', 'AM')"
217,59094-293286,Tangerang,ID,-6.34313,106.729785,LS,"('23', '23', 'AM')"
218,57534-291669,Tangerang,ID,-6.20385,106.716774,LS,"('23', '23', 'AM')"
219,4137-153864,Tangerang,ID,-6.2577,106.65741,LS,"('7', '00', 'AM')"
220,16824-150713,Tangerang,ID,-6.2577,106.6575,LS,"('10', '00', 'AM')"
221,67499-302331,Tangerang Selatan,ID,-6.260495,106.65321,LS,"('23', '23', 'AM')"
222,31922-118770,Tangerang,ID,-6.26205,106.65352,LS,"('9', '00', 'AM')"
223,56106-290036,Tangerang,ID,-6.286064,106.66568,LS,"('23', '23', 'AM')"
224,47345-257768,Tangerang,ID,-6.284558,106.640738,LS,"('23', '23', 'AM')"
225,50778-276268,Tangerang,ID,-6.22352,106.648745,LS,"('23', '23', 'AM')"
226,57061-291068,Tangerang,ID,-6.25817,106.618126,LS,"('23', '23', 'AM')"
227,18976-197424,Tangerang,ID,-6.214776,106.676903,LS,"('6', '00', 'AM')"
228,31921-116544,Banten,ID,-6.2138,106.683278,LS,"('6', '00', 'AM')"
229,31008-143884,Tangerang,ID,-6.226598,106.609512,LS,"('10', '00', 'AM')"
230,22946-295835,Tangerang,ID,-6.220037,106.614513,LS,"('23', '23', 'AM')"
231,54527-286788,Tangerang,ID,-6.227058,106.607413,LS,"('23', '23', 'AM')"
232,49066-266884,Bogor,ID,-6.232041,106.591464,LS,"('23', '23', 'AM')"
233,18230-184485,Banten,ID,-6.188108,106.642204,LS,"('23', '23', 'AM')"
234,62922-297546,Tangerang,ID,-6.186256,106.657552,LS,"('23', '23', 'AM')"
235,60555-294828,Tangerang,ID,-6.197534,106.701862,LS,"('23', '23', 'AM')"
236,18639-193784,Tangerang,ID,-6.17831,106.63189,LS,"('7', '00', 'AM')"
237,20603-199124,Tangerang,ID,-6.16765,106.63881,LS,"('23', '23', 'AM')"
238,26488-220797,Jakarta,ID,-6.18855,106.733878,LS,"('23', '23', 'AM')"
239,35614-224449,Jakarta,ID,-6.187847,106.733284,LS,"('8', '00', 'AM')"
240,8075-148808,Jakarta,ID,-6.17959,106.742,LS,"('23', '23', 'AM')"
241,16219-169644,Jakarta,ID,-6.185257,106.754402,LS,"('7', '00', 'AM')"
242,57059-291060,Depok,ID,-6.223193,106.541138,LS,"('23', '23', 'AM')"
243,59093-293282,Jakarta,ID,-6.195113,106.768684,LS,"('23', '23', 'AM')"
244,5029-271204,Tangerang,ID,-6.130409,106.656419,LS,"('5', '00', 'AM')"
245,50652-275431,Jakarta,ID,-6.190693,106.767792,LS,"('23', '23', 'AM')"
246,58020-292201,Jakarta,ID,-6.198022,106.782152,LS,"('23', '23', 'AM')"
247,32153-121684,Jakarta,ID,-6.202169,106.815704,LS,"('6', '30', 'AM')"
248,13055-156050,Bandung,ID,-6.674935,107.439195,LS,"('7', '00', 'AM')"
249,19528-199166,Bandung,ID,-6.466501,107.444619,LS,"('23', '23', 'AM')"
250,53605-285828,Bandung,ID,-6.88598,107.581446,LS,"('23', '23', 'AM')"
251,31778-117006,Bandung,ID,-6.876232,107.596115,LS,"('9', '00', 'AM')"
252,51739-279287,Bandung,ID,-6.873254,107.605052,LS,"('23', '23', 'AM')"
253,52966-283889,Bandung,ID,-6.880801,107.599297,LS,"('23', '23', 'AM')"
254,49072-266889,Bandung,ID,-6.904385,107.58003,LS,"('23', '23', 'AM')"
255,52287-281382,Bandung,ID,-6.89872,107.595609,LS,"('23', '23', 'AM')"
256,35624-95643,Bandung,ID,-6.89415,107.60409,LS,"('10', '00', 'AM')"
257,26682-245067,Bandung,ID,-6.8959,107.616653,LS,"('23', '23', 'AM')"
258,51147-277370,Bandung,ID,-6.914573,107.594247,LS,"('23', '23', 'AM')"
259,17112-179325,Karawang,ID,-6.389509,107.395448,LS,"('6', '00', 'AM')"
260,58778-293054,Bandung,ID,-6.908133,107.610823,LS,"('23', '23', 'AM')"
261,51683-279087,Bandung,ID,-6.906303,107.61693,LS,"('23', '23', 'AM')"
262,23842-220764,Bandung,ID,-6.914318,107.608849,LS,"('23', '23', 'AM')"
263,23802-222966,Bandung,ID,-6.929973,107.587685,LS,"('23', '23', 'AM')"
264,50993-276888,Bandung,ID,-6.921406,107.609946,LS,"('23', '23', 'AM')"
265,54107-286362,Bandung,ID,-6.91369,107.62938,LS,"('23', '23', 'AM')"
266,24946-260764,Bandung,ID,-6.921099,107.620004,LS,"('23', '23', 'AM')"
267,57062-291067,Karawang,ID,-6.367739,107.358443,LS,"('23', '23', 'AM')"
268,52970-283888,Bandung,ID,-6.96011,107.580975,LS,"('23', '23', 'AM')"
269,35632-172427,Bandung,ID,-6.92626,107.63552,LS,"('10', '00', 'AM')"
270,49821-271383,Bandung,ID,-6.939112,107.624747,LS,"('23', '23', 'AM')"
271,26695-245070,Cikampek,ID,-6.509456,107.719165,LS,"('23', '23', 'AM')"
272,26696-245069,Cikampek,ID,-6.508035,107.720774,LS,"('23', '23', 'AM')"
273,58473-292676,Karawang,ID,-6.326207,107.292066,LS,"('23', '23', 'AM')"
274,17332-179327,Bekasi,ID,-6.349323,107.212093,LS,"('7', '00', 'AM')"
275,59885-294147,Bekasi,ID,-6.367393,107.178439,LS,"('23', '23', 'AM')"
276,49829-271389,Karawang,ID,-6.302318,107.279227,LS,"('23', '23', 'AM')"
277,54841-288579,Bekasi,ID,-6.34583,107.165718,LS,"('23', '23', 'AM')"
278,23638-231687,Bekasi,ID,-6.293426,107.171349,LS,"('23', '23', 'AM')"
279,15393-160948,Bekasi,ID,-6.2837,107.16981,LS,"('9', '00', 'AM')"
280,54544-286803,Bekasi,ID,-6.278893,107.048011,LS,"('23', '23', 'AM')"
281,19184-199145,Puncak,ID,-6.66042,106.87242,LS,"('6', '30', 'AM')"
282,30724-100465,Jakarta,ID,-6.268915,107.036304,LS,"('12', '00', 'AM')"
283,59852-294093,Bogor,ID,-6.567156,106.857405,LS,"('23', '23', 'AM')"
284,59818-294092,Jakarta,ID,-6.567431,106.856725,LS,"('23', '23', 'AM')"
285,47334-257767,Bogor,ID,-6.636392,106.843588,LS,"('23', '23', 'AM')"
286,50520-275435,Bekasi,ID,-6.277335,106.990485,LS,"('23', '23', 'AM')"
287,18972-275044,Jakarta,ID,-6.566762,106.846043,LS,"('23', '23', 'AM')"
288,8186-151544,Bogor,ID,-6.547082,106.849747,LS,"('6', '00', 'AM')"
289,61661-296098,Bekasi,ID,-6.249101,107.01424,LS,"('23', '23', 'AM')"
290,25442-224445,Bogor,ID,-6.575558,106.838482,LS,"('23', '23', 'AM')"
291,8012-150714,Semarang,ID,-6.979269,110.416043,LS,"('8', '00', 'AM')"
292,61503-295979,Semarang,ID,-6.982902,110.412047,LS,"('23', '23', 'AM')"
293,56776-290724,Semarang,ID,-6.98532,110.422063,LS,"('23', '23', 'AM')"
294,58152-292305,Semarang,ID,-6.984738,110.408828,LS,"('23', '23', 'AM')"
295,26097-220795,Semarang,ID,-6.989442,110.423972,LS,"('23', '23', 'AM')"
296,59216-293459,Semarang,ID,-6.968394,110.425505,LS,"('23', '23', 'AM')"
297,53599-285826,Semarang,ID,-7.006159,110.433015,LS,"('23', '23', 'AM')"
298,18242-291889,Semarang,ID,-6.966302,110.372884,LS,"('23', '23', 'AM')"
299,62172-296754,Semarang,ID,-7.046222,110.420504,LS,"('23', '23', 'AM')"
300,59196-293456,Semarang,ID,-6.99996,110.342172,LS,"('23', '23', 'AM')"
301,47476-256275,Semarang,ID,-7.128798,110.423968,LS,"('23', '23', 'AM')"
302,65998-300495,Semarang,ID,-7.326352,110.531216,LS,"('23', '23', 'AM')"
303,62104-296653,Semarang,ID,-7.326852,110.532128,LS,"('23', '23', 'AM')"
304,27601-297157,Yogyakarta,ID,-7.542613,110.031608,LS,"('23', '23', 'AM')"
305,31247-105747,Bogor,ID,-6.588853,106.80497,LS,"('7', '00', 'AM')"
306,55063-288848,Bogor,ID,-6.590528,106.804451,LS,"('23', '23', 'AM')"
307,29978-256274,Bogor,ID,-6.5578,106.77068,LS,"('23', '23', 'AM')"
308,20632-207348,Bogor,ID,-6.61021,106.79849,LS,"('7', '00', 'AM')"
309,21275-210464,Bogor,ID,-6.620719,106.815376,LS,"('23', '23', 'AM')"
310,24642-220786,Bogor,ID,-6.45004,106.836,LS,"('23', '23', 'AM')"
311,66752-301324,Bogor,ID,-6.571536,106.739718,LS,"('23', '23', 'AM')"
312,60302-294524,Bogor,ID,-6.400853,106.741607,LS,"('23', '23', 'AM')"
313,62090-296656,Depok,ID,-6.376255,106.742456,LS,"('23', '23', 'AM')"
314,31802-117325,Jakarta,ID,-6.121862,106.654535,LS,"('12', '00', 'AM')"
315,35612-88221,Tangerang,ID,-6.121756,106.653151,LS,"('12', '00', 'AM')"
316,61736-296229,Tangerang,ID,-6.121077,106.651958,LS,"('23', '23', 'AM')"
317,54976-288772,Tangerang,ID,-6.120347,106.657981,LS,"('23', '23', 'AM')"
318,49076-266888,Jakarta,ID,-6.118469,106.666847,LS,"('23', '23', 'AM')"
319,47726-259568,Tangerang,ID,-6.117594,106.667255,LS,"('23', '23', 'AM')"
320,18643-291131,Jakarta,ID,-6.128277,106.711701,LS,"('23', '23', 'AM')"
321,61802-296318,Jakarta,ID,-6.138771,106.728146,LS,"('23', '23', 'AM')"
322,54737-288465,Bekasi,ID,-6.150178,106.584509,LS,"('23', '23', 'AM')"
323,60392-294657,Jakarta,ID,-6.13704,106.731019,LS,"('23', '23', 'AM')"
324,58468-292675,Jakarta,ID,-6.123712,106.739813,LS,"('23', '23', 'AM')"
325,56356-290239,Bekasi,ID,-6.145436,106.572461,LS,"('23', '23', 'AM')"
326,60334-294564,Jakarta,ID,-6.111184,106.741209,LS,"('23', '23', 'AM')"
327,27454-247744,East Jakarta,ID,-6.181531,106.53122,LS,"('23', '23', 'AM')"
328,57042-291065,Majalengka,ID,-6.652594,108.156062,LS,"('23', '23', 'AM')"
329,31888-120065,Yogyakarta,ID,-7.7831,110.39015,LS,"('10', '00', 'AM')"
330,25807-242535,Jogjakarta,ID,-7.783544,110.386959,LS,"('23', '23', 'AM')"
331,47333-257765,YOGYAKARTA,ID,-7.783,110.37506,LS,"('23', '23', 'AM')"
332,26693-225025,Jogyakarta,ID,-7.759503,110.398692,LS,"('23', '23', 'AM')"
333,50992-276885,Jogjakarta,ID,-7.758492,110.381563,LS,"('23', '23', 'AM')"
334,50293-273930,Yogyakarta,ID,-7.794886,110.365471,LS,"('23', '23', 'AM')"
335,57770-291885,Yogyakarta,ID,-7.720335,110.359438,LS,"('23', '23', 'AM')"
336,24672-288582,Solo,ID,-7.598805,110.816323,LS,"('23', '23', 'AM')"
337,61208-295611,Bekasi,ID,-6.254651,106.993989,LS,"('23', '23', 'AM')"
338,3674-288850,Bekasi,ID,-6.248408,106.988355,LS,"('10', '00', 'AM')"
339,16294-159208,Palembang,ID,-6.21718,107.00355,LS,"('5', '00', 'AM')"
340,21298-210724,Bekasi,ID,-6.249396,106.973396,LS,"('23', '23', 'AM')"
341,20073-199126,Bekasi,ID,-6.225245,106.979103,LS,"('23', '23', 'AM')"
342,55993-289887,Bekasi,ID,-6.18043,106.973374,LS,"('23', '23', 'AM')"
343,15756-164625,Batam,ID,-6.21992,106.92853,LS,"('5', '30', 'AM')"
344,49824-271388,Jakarta,ID,-6.185526,106.949088,LS,"('23', '23', 'AM')"
345,52964-283928,Jakarta,ID,-6.172271,106.950485,LS,"('23', '23', 'AM')"
346,47330-257771,Jakarta,ID,-6.16886,106.90029,LS,"('23', '23', 'AM')"
347,35629-288583,Jakarta,ID,-6.15734,106.906525,LS,"('9', '00', 'AM')"
348,47339-257773,Jakarta,ID,-6.2245,106.87033,LS,"('23', '23', 'AM')"
349,52387-281765,Jakarta,ID,-6.214068,106.87268,LS,"('23', '23', 'AM')"
350,56438-290354,Jakarta,ID,-6.157623,106.90104,LS,"('23', '23', 'AM')"
351,35608-79420,Jakarta,ID,-6.16393,106.895577,LS,"('8', '00', 'AM')"
352,47338-257772,Jakarta,ID,-6.17022,106.8863,LS,"('23', '23', 'AM')"
353,53604-285825,Jakarta,ID,-6.214029,106.864396,LS,"('23', '23', 'AM')"
354,50780-276270,Jakarta,ID,-6.188583,106.87443,LS,"('23', '23', 'AM')"
355,53601-285829,Jakarta,ID,-6.17717,106.8756,LS,"('23', '23', 'AM')"
356,1799-279288,Jakarta,ID,-6.152,106.891679,LS,"('10', '00', 'AM')"
357,31137-105170,Jakarta,ID,-6.18683,106.86321,LS,"('10', '00', 'AM')"
358,55747-289666,Jakarta,ID,-6.19584,106.851083,LS,"('23', '23', 'AM')"
359,47652-259165,Jakarta,ID,-6.197394,106.852348,LS,"('23', '23', 'AM')"
360,55062-288847,Jakarta,ID,-6.200626,106.854725,LS,"('23', '23', 'AM')"
361,62175-296766,Jakarta,ID,-6.189434,106.845131,LS,"('23', '23', 'AM')"
362,12969-154207,Jakarta,ID,-6.149479,106.883984,LS,"('23', '23', 'AM')"
363,60418-294706,Jakarta,ID,-6.145295,106.877382,LS,"('23', '23', 'AM')"
364,32306-117244,Surabaya,ID,-7.293934,112.73082,LS,"('10', '00', 'AM')"
365,19584-199165,Surabaya,ID,-7.28917,112.7344,LS,"('8', '00', 'AM')"
366,16198-301676,Surabaya,ID,-7.29309,112.719878,LS,"('9', '00', 'AM')"
367,15884-159209,Surakarta,ID,-7.28044,112.73005,LS,"('10', '00', 'AM')"
368,56439-290353,Surabaya,ID,-7.272113,112.7488,LS,"('23', '23', 'AM')"
369,59197-293461,Surabaya,ID,-7.293684,112.75978,LS,"('23', '23', 'AM')"
370,59907-294035,Surabaya,ID,-7.321009,112.74659,LS,"('23', '23', 'AM')"
371,47449-258525,Surabaya,ID,-7.263591,112.740131,LS,"('23', '23', 'AM')"
372,25454-234144,Surabaya,ID,-7.32695,112.73176,LS,"('23', '23', 'AM')"
373,57909-292031,Surabaya,ID,-7.264871,112.748479,LS,"('23', '23', 'AM')"
374,31588-108744,Surabaya,ID,-7.259622,112.735771,LS,"('10', '00', 'AM')"
375,35606-81940,Surabaya,ID,-7.259622,112.735861,LS,"('10', '00', 'AM')"
376,16072-168164,Surabaya,ID,-7.26053,112.746101,LS,"('9', '00', 'AM')"
377,55218-289072,Surabaya,ID,-7.25524,112.733667,LS,"('23', '23', 'AM')"
378,53673-285933,Surabaya,ID,-7.279751,112.767402,LS,"('23', '23', 'AM')"
379,15760-164626,Surabaya,ID,-7.33701,112.741776,LS,"('8', '00', 'AM')"
380,15645-163844,Surabaya,ID,-7.34686,112.731136,LS,"('23', '23', 'AM')"
381,31317-107041,Surabaya,ID,-7.27438,112.780632,LS,"('9', '00', 'AM')"
382,61307-295733,Surabaya,ID,-7.310471,112.679197,LS,"('23', '23', 'AM')"
383,58787-293060,Surabaya,ID,-7.314423,112.781064,LS,"('23', '23', 'AM')"
384,31381-279289,Surabaya,ID,-7.289959,112.675287,LS,"('9', '00', 'AM')"
385,24694-235344,Surabaya,ID,-7.34956,112.729569,LS,"('23', '23', 'AM')"
386,61302-295734,Surabaya,ID,-7.250493,112.786342,LS,"('23', '23', 'AM')"
387,55985-297465,Surabaya,ID,-7.275776,112.803744,LS,"('23', '23', 'AM')"
388,15769-164628,Surabaya,ID,-7.281999,112.806572,LS,"('7', '00', 'AM')"
389,55995-289899,Surabaya,ID,-7.249601,112.660402,LS,"('23', '23', 'AM')"
390,1807-295817,Surabaya,ID,-7.374708,112.791613,LS,"('5', '00', 'AM')"
391,59850-294033,Sidoarjo,ID,-7.395716,112.7281,LS,"('23', '23', 'AM')"
392,25449-220793,Surabaya,ID,-7.426066,112.693301,LS,"('23', '23', 'AM')"
393,54839-288577,Sidoarjo,ID,-7.449003,112.711218,LS,"('23', '23', 'AM')"
394,55991-289897,Gresik,ID,-7.166417,112.599732,LS,"('23', '23', 'AM')"
395,57057-291052,Surabaya,ID,-7.163499,112.465065,LS,"('23', '23', 'AM')"
396,51680-278827,Surabaya,ID,-7.144119,112.437843,LS,"('23', '23', 'AM')"
397,51238-277733,Surabaya,ID,-7.170949,112.405108,LS,"('23', '23', 'AM')"
398,52007-280486,Surabaya,ID,-7.171892,112.403607,LS,"('23', '23', 'AM')"
399,51216-277734,Surabaya,ID,-7.174568,112.391353,LS,"('23', '23', 'AM')"
400,57646-291755,Malang,ID,-7.935383,112.650216,LS,"('23', '23', 'AM')"
401,51273-292311,Malang,ID,-7.955042,112.615954,LS,"('23', '23', 'AM')"
402,58891-293175,Malang,ID,-7.964775,112.625401,LS,"('23', '23', 'AM')"
403,47347-257766,Malang,ID,-7.979959,112.612608,LS,"('23', '23', 'AM')"
404,32780-136394,Medan,ID,3.58406,98.66799,LS,"('10', '00', 'AM')"
405,35622-300370,Medan,ID,3.585402,98.667676,LS,"('10', '00', 'AM')"
406,52967-283926,Medan,ID,3.585716,98.673033,LS,"('23', '23', 'AM')"
407,60483-294761,Medan,ID,3.594384,98.672611,LS,"('23', '23', 'AM')"
408,59810-293982,Medan,ID,3.576479,98.679239,LS,"('23', '23', 'AM')"
409,17053-296757,Medan,ID,3.573062,98.658771,LS,"('10', '00', 'AM')"
410,24074-220806,Medan,ID,3.605415,98.690568,LS,"('23', '23', 'AM')"
411,52291-281385,Medan,ID,3.591192,98.627757,LS,"('23', '23', 'AM')"
412,57044-291071,Medan,ID,3.633499,98.697512,LS,"('23', '23', 'AM')"
413,21426-212585,Medan,ID,3.722589,98.67937,LS,"('23', '23', 'AM')"
414,66878-301539,Binjai,ID,3.608648,98.498697,LS,"('23', '23', 'AM')"
415,21425-212586,Medan,ID,3.778023,98.681519,LS,"('23', '23', 'AM')"
416,20634-207347,Medan,ID,3.391885,98.392209,LS,"('23', '23', 'AM')"
417,48313-302161,Medan,ID,3.375511,98.403338,LS,"('23', '23', 'AM')"
418,27059-245727,Medan,ID,3.352189,98.411026,LS,"('23', '23', 'AM')"
419,48308-262825,Medan,ID,3.3527,98.404015,LS,"('23', '23', 'AM')"
420,47532-225016,Jakarta,ID,2.96589,98.84608,LS,"('23', '23', 'AM')"
421,1574-300369,Jakarta,ID,-6.14652,106.892189,LS,"('10', '00', 'AM')"
